Calibration values (ps) from cell 0 to 1024 :

00078.495	00078.694	00078.894	00079.093	00079.293	00079.492	00079.692	00079.892	cell = 392 to 399
00080.092	00080.292	00080.493	00080.693	00080.894	00081.096	00081.297	00081.499	cell = 400 to 407
00081.700	00081.901	00082.103	00082.304	00082.505	00082.707	00082.909	00083.111	cell = 408 to 415
00083.312	00083.514	00083.716	00083.917	00084.119	00084.320	00084.522	00084.724	cell = 416 to 423
00084.925	00085.127	00085.329	00085.530	00085.732	00085.933	00086.135	00086.336	cell = 424 to 431
00086.537	00086.738	00086.940	00087.141	00087.342	00087.543	00087.744	00087.945	cell = 432 to 439
00088.147	00088.348	00088.549	00088.750	00088.951	00089.152	00089.353	00089.554	cell = 440 to 447
00089.755	00089.956	00090.157	00090.358	00090.558	00090.759	00090.960	00091.161	cell = 448 to 455
00091.361	00091.562	00091.763	00091.963	00092.164	00092.365	00092.566	00092.767	cell = 456 to 463
00092.968	00093.169	00093.370	00093.570	00093.771	00093.972	00094.172	00094.372	cell = 464 to 471
00094.573	00094.773	00094.974	00095.174	00095.375	00095.575	00095.776	00095.977	cell = 472 to 479
00096.178	00096.379	00096.580	00096.781	00096.983	00097.184	00097.386	00097.588	cell = 480 to 487
00097.790	00097.992	00098.194	00098.395	00098.597	00098.799	00099.001	00099.202	cell = 488 to 495
00099.404	00099.606	00099.807	00100.008	00100.208	00100.409	00100.608	00100.808	cell = 496 to 503
00101.007	00101.206	00101.405	00101.604	00101.802	00102.001	00102.200	00102.398	cell = 504 to 511
00102.596	00102.794	00102.992	00103.190	00103.389	00103.588	00103.786	00103.986	cell = 512 to 519
00104.185	00104.384	00104.583	00104.783	00104.982	00105.182	00105.381	00105.581	cell = 520 to 527
00105.781	00105.980	00106.180	00106.380	00106.580	00106.780	00106.980	00107.180	cell = 528 to 535
00107.380	00107.580	00107.780	00107.980	00108.180	00108.380	00108.580	00108.780	cell = 536 to 543
00108.980	00109.180	00109.380	00109.580	00109.780	00109.980	00110.180	00110.380	cell = 544 to 551
00110.580	00110.780	00110.981	00111.181	00111.381	00111.581	00111.782	00111.982	cell = 552 to 559
00112.182	00112.382	00112.581	00112.781	00112.981	00113.180	00113.380	00113.579	cell = 560 to 567
00113.779	00113.979	00114.178	00114.378	00114.577	00114.777	00114.977	00115.176	cell = 568 to 575
00115.376	00115.576	00115.775	00115.975	00116.174	00116.373	00116.573	00116.772	cell = 576 to 583
00116.972	00117.171	00117.371	00117.570	00117.770	00117.969	00118.168	00118.368	cell = 584 to 591
00118.567	00118.767	00118.967	00119.167	00119.366	00119.566	00119.765	00119.965	cell = 592 to 599
00120.165	00120.365	00120.565	00120.766	00120.966	00121.166	00121.367	00121.567	cell = 600 to 607
00121.767	00121.968	00122.168	00122.369	00122.570	00122.770	00122.971	00123.171	cell = 608 to 615
00123.371	00123.571	00123.771	00123.971	00124.170	00124.370	00124.569	00124.769	cell = 616 to 623
00124.968	00125.167	00125.367	00125.566	00125.765	00125.964	00126.163	00126.363	cell = 624 to 631
00126.562	00126.761	00126.960	00127.160	00127.359	00127.558	00127.757	00127.957	cell = 632 to 639
00128.156	00128.356	00128.555	00128.755	00128.955	00129.155	00129.355	00129.555	cell = 640 to 647
00129.755	00129.955	00130.154	00130.354	00130.554	00130.754	00130.954	00131.154	cell = 648 to 655
00131.354	00131.554	00131.754	00131.954	00132.154	00132.355	00132.555	00132.755	cell = 656 to 663
00132.956	00133.156	00133.357	00133.557	00133.758	00133.958	00134.159	00134.360	cell = 664 to 671
00134.561	00134.762	00134.962	00135.163	00135.363	00135.564	00135.765	00135.965	cell = 672 to 679
00136.166	00136.367	00136.567	00136.767	00136.968	00137.168	00137.369	00137.569	cell = 680 to 687
00137.769	00137.969	00138.170	00138.370	00138.570	00138.770	00138.970	00139.170	cell = 688 to 695
00139.369	00139.569	00139.769	00139.968	00140.168	00140.368	00140.568	00140.768	cell = 696 to 703
00140.968	00141.168	00141.368	00141.569	00141.769	00141.969	00142.169	00142.370	cell = 704 to 711
00142.570	00142.771	00142.971	00143.172	00143.372	00143.573	00143.774	00143.975	cell = 712 to 719
00144.175	00144.376	00144.577	00144.779	00144.980	00145.181	00145.382	00145.583	cell = 720 to 727
00145.784	00145.985	00146.186	00146.387	00146.588	00146.789	00146.990	00147.191	cell = 728 to 735
00147.392	00147.593	00147.793	00147.994	00148.195	00148.395	00148.596	00148.796	cell = 736 to 743
00148.996	00149.196	00149.396	00149.596	00149.796	00149.997	00150.197	00150.397	cell = 744 to 751
00150.596	00150.796	00150.995	00151.195	00151.395	00151.595	00151.794	00151.994	cell = 752 to 759
00152.194	00152.394	00152.594	00152.795	00152.995	00153.195	00153.395	00153.595	cell = 760 to 767
00153.795	00153.995	00154.195	00154.395	00154.595	00154.795	00154.995	00155.195	cell = 768 to 775
00155.396	00155.596	00155.796	00155.997	00156.197	00156.397	00156.598	00156.798	cell = 776 to 783
00156.999	00157.199	00157.400	00157.601	00157.802	00158.003	00158.204	00158.405	cell = 784 to 791
00158.606	00158.807	00159.008	00159.209	00159.410	00159.612	00159.813	00160.014	cell = 792 to 799
00160.215	00160.416	00160.617	00160.818	00161.018	00161.219	00161.420	00161.620	cell = 800 to 807
00161.821	00162.022	00162.222	00162.423	00162.623	00162.823	00163.023	00163.223	cell = 808 to 815
00163.423	00163.624	00163.824	00164.023	00164.223	00164.423	00164.623	00164.823	cell = 816 to 823
00165.023	00165.223	00165.422	00165.621	00165.821	00166.020	00166.220	00166.419	cell = 824 to 831
00166.619	00166.818	00167.017	00167.216	00167.415	00167.615	00167.814	00168.014	cell = 832 to 839
00168.213	00168.413	00168.613	00168.812	00169.012	00169.212	00169.412	00169.612	cell = 840 to 847
00169.811	00170.011	00170.211	00170.411	00170.612	00170.812	00171.012	00171.212	cell = 848 to 855
00171.412	00171.612	00171.811	00172.011	00172.211	00172.410	00172.609	00172.809	cell = 856 to 863
00173.008	00173.207	00173.406	00173.605	00173.804	00174.003	00174.202	00174.401	cell = 864 to 871
00174.600	00174.799	00174.998	00175.197	00175.396	00175.594	00175.793	00175.992	cell = 872 to 879
00176.190	00176.389	00176.587	00176.786	00176.984	00177.182	00177.380	00177.578	cell = 880 to 887
00177.776	00177.974	00178.172	00178.369	00178.567	00178.764	00178.962	00179.160	cell = 888 to 895
00179.357	00179.555	00179.753	00179.951	00180.149	00180.347	00180.545	00180.743	cell = 896 to 903
00180.942	00181.140	00181.338	00181.537	00181.735	00181.934	00182.133	00182.332	cell = 904 to 911
00182.532	00182.731	00182.931	00183.130	00183.330	00183.530	00183.730	00183.930	cell = 912 to 919
00184.130	00184.330	00184.530	00184.730	00184.931	00185.131	00185.331	00185.531	cell = 920 to 927
00185.732	00185.932	00186.132	00186.332	00186.532	00186.732	00186.932	00187.132	cell = 928 to 935
00187.332	00187.532	00187.732	00187.932	00188.131	00188.331	00188.531	00188.730	cell = 936 to 943
00188.930	00189.129	00189.329	00189.528	00189.727	00189.926	00190.124	00190.323	cell = 944 to 951
00190.522	00190.720	00190.919	00191.117	00191.316	00191.514	00191.713	00191.911	cell = 952 to 959
00192.110	00192.308	00192.506	00192.705	00192.903	00193.101	00193.299	00193.498	cell = 960 to 967
00193.697	00193.895	00194.094	00194.292	00194.491	00194.689	00194.888	00195.086	cell = 968 to 975
00195.285	00195.483	00195.682	00195.880	00196.079	00196.278	00196.476	00196.675	cell = 976 to 983
00196.874	00197.072	00197.270	00197.469	00197.667	00197.866	00198.064	00198.263	cell = 984 to 991
00198.462	00198.661	00198.860	00199.059	00199.258	00199.456	00199.655	00199.854	cell = 992 to 999
00200.053	00200.252	00200.451	00200.651	00200.850	00201.049	00201.248	00201.447	cell = 1000 to 1007
00201.645	00201.844	00202.042	00202.240	00202.437	00202.635	00202.832	00203.029	cell = 1008 to 1015
00203.226	00203.423	00203.620	00203.817	00204.013	00204.210	00204.407	00204.603	cell = 1016 to 1023
