Calibration values (ps) from cell 0 to 1024 :

00000.000	00000.197	00000.393	00000.590	00000.788	00000.985	00001.182	00001.380	cell = 0 to 7
00001.578	00001.776	00001.974	00002.172	00002.370	00002.568	00002.766	00002.964	cell = 8 to 15
00003.162	00003.361	00003.559	00003.757	00003.956	00004.154	00004.353	00004.552	cell = 16 to 23
00004.751	00004.950	00005.149	00005.348	00005.548	00005.747	00005.947	00006.146	cell = 24 to 31
00006.346	00006.545	00006.745	00006.945	00007.145	00007.345	00007.546	00007.746	cell = 32 to 39
00007.947	00008.147	00008.347	00008.547	00008.747	00008.947	00009.147	00009.347	cell = 40 to 47
00009.546	00009.746	00009.945	00010.145	00010.344	00010.544	00010.743	00010.943	cell = 48 to 55
00011.142	00011.342	00011.541	00011.741	00011.940	00012.140	00012.340	00012.540	cell = 56 to 63
00012.740	00012.940	00013.140	00013.340	00013.540	00013.739	00013.939	00014.139	cell = 64 to 71
00014.339	00014.538	00014.738	00014.937	00015.137	00015.336	00015.535	00015.734	cell = 72 to 79
00015.933	00016.132	00016.331	00016.530	00016.729	00016.928	00017.128	00017.327	cell = 80 to 87
00017.526	00017.726	00017.925	00018.125	00018.324	00018.524	00018.723	00018.923	cell = 88 to 95
00019.123	00019.323	00019.522	00019.722	00019.921	00020.121	00020.320	00020.520	cell = 96 to 103
00020.719	00020.918	00021.118	00021.317	00021.516	00021.715	00021.914	00022.114	cell = 104 to 111
00022.313	00022.513	00022.712	00022.911	00023.111	00023.310	00023.510	00023.709	cell = 112 to 119
00023.908	00024.108	00024.307	00024.507	00024.706	00024.906	00025.106	00025.305	cell = 120 to 127
00025.505	00025.705	00025.904	00026.104	00026.304	00026.503	00026.702	00026.901	cell = 128 to 135
00027.101	00027.300	00027.499	00027.698	00027.897	00028.096	00028.296	00028.496	cell = 136 to 143
00028.695	00028.895	00029.096	00029.296	00029.496	00029.697	00029.897	00030.098	cell = 144 to 151
00030.299	00030.499	00030.700	00030.901	00031.102	00031.303	00031.504	00031.704	cell = 152 to 159
00031.905	00032.106	00032.307	00032.508	00032.708	00032.909	00033.109	00033.310	cell = 160 to 167
00033.510	00033.711	00033.912	00034.112	00034.313	00034.513	00034.714	00034.915	cell = 168 to 175
00035.115	00035.316	00035.517	00035.718	00035.918	00036.119	00036.320	00036.521	cell = 176 to 183
00036.722	00036.924	00037.125	00037.326	00037.527	00037.728	00037.929	00038.130	cell = 184 to 191
00038.331	00038.532	00038.733	00038.934	00039.135	00039.336	00039.537	00039.738	cell = 192 to 199
00039.939	00040.140	00040.341	00040.542	00040.744	00040.945	00041.146	00041.347	cell = 200 to 207
00041.548	00041.749	00041.950	00042.151	00042.351	00042.552	00042.753	00042.954	cell = 208 to 215
00043.155	00043.355	00043.556	00043.757	00043.958	00044.158	00044.359	00044.560	cell = 216 to 223
00044.760	00044.961	00045.161	00045.362	00045.562	00045.763	00045.963	00046.164	cell = 224 to 231
00046.365	00046.566	00046.767	00046.969	00047.170	00047.372	00047.573	00047.775	cell = 232 to 239
00047.977	00048.178	00048.380	00048.581	00048.782	00048.983	00049.184	00049.385	cell = 240 to 247
00049.586	00049.787	00049.988	00050.189	00050.390	00050.591	00050.792	00050.993	cell = 248 to 255
00051.194	00051.394	00051.595	00051.796	00051.996	00052.197	00052.397	00052.598	cell = 256 to 263
00052.799	00053.000	00053.201	00053.401	00053.602	00053.803	00054.004	00054.205	cell = 264 to 271
00054.406	00054.607	00054.808	00055.009	00055.210	00055.411	00055.612	00055.813	cell = 272 to 279
00056.014	00056.216	00056.417	00056.618	00056.819	00057.020	00057.221	00057.423	cell = 280 to 287
00057.624	00057.826	00058.027	00058.229	00058.430	00058.632	00058.833	00059.035	cell = 288 to 295
00059.237	00059.439	00059.640	00059.842	00060.044	00060.245	00060.446	00060.648	cell = 296 to 303
00060.849	00061.051	00061.252	00061.453	00061.655	00061.856	00062.058	00062.259	cell = 304 to 311
00062.461	00062.662	00062.864	00063.065	00063.267	00063.468	00063.669	00063.870	cell = 312 to 319
00064.072	00064.273	00064.474	00064.675	00064.876	00065.076	00065.277	00065.478	cell = 320 to 327
00065.679	00065.880	00066.080	00066.281	00066.481	00066.682	00066.882	00067.082	cell = 328 to 335
00067.282	00067.483	00067.683	00067.883	00068.083	00068.283	00068.483	00068.683	cell = 336 to 343
00068.883	00069.083	00069.283	00069.483	00069.683	00069.883	00070.083	00070.283	cell = 344 to 351
00070.483	00070.683	00070.883	00071.084	00071.284	00071.484	00071.685	00071.885	cell = 352 to 359
00072.086	00072.286	00072.487	00072.687	00072.887	00073.088	00073.288	00073.489	cell = 360 to 367
00073.689	00073.890	00074.091	00074.292	00074.492	00074.693	00074.894	00075.095	cell = 368 to 375
00075.296	00075.496	00075.697	00075.898	00076.098	00076.298	00076.499	00076.699	cell = 376 to 383
00076.899	00077.098	00077.298	00077.498	00077.697	00077.897	00078.096	00078.295	cell = 384 to 391
