0	00000.000
1	00000.197
2	00000.394
3	00000.591
4	00000.789
5	00000.987
6	00001.185
7	00001.383
8	00001.582
9	00001.780
10	00001.979
11	00002.178
12	00002.377
13	00002.575
14	00002.774
15	00002.973
16	00003.172
17	00003.371
18	00003.570
19	00003.770
20	00003.969
21	00004.169
22	00004.368
23	00004.568
24	00004.767
25	00004.967
26	00005.167
27	00005.367
28	00005.567
29	00005.768
30	00005.968
31	00006.168
32	00006.368
33	00006.569
34	00006.769
35	00006.968
36	00007.168
37	00007.368
38	00007.568
39	00007.768
40	00007.968
41	00008.168
42	00008.368
43	00008.568
44	00008.768
45	00008.968
46	00009.167
47	00009.367
48	00009.567
49	00009.766
50	00009.966
51	00010.166
52	00010.366
53	00010.566
54	00010.766
55	00010.967
56	00011.167
57	00011.368
58	00011.568
59	00011.768
60	00011.968
61	00012.168
62	00012.369
63	00012.569
64	00012.769
65	00012.970
66	00013.170
67	00013.371
68	00013.571
69	00013.772
70	00013.972
71	00014.172
72	00014.373
73	00014.573
74	00014.774
75	00014.974
76	00015.174
77	00015.374
78	00015.574
79	00015.774
80	00015.975
81	00016.175
82	00016.375
83	00016.575
84	00016.775
85	00016.976
86	00017.176
87	00017.377
88	00017.578
89	00017.779
90	00017.980
91	00018.181
92	00018.383
93	00018.584
94	00018.786
95	00018.987
96	00019.189
97	00019.390
98	00019.592
99	00019.793
100	00019.995
101	00020.197
102	00020.398
103	00020.599
104	00020.800
105	00021.001
106	00021.202
107	00021.403
108	00021.604
109	00021.804
110	00022.005
111	00022.205
112	00022.406
113	00022.607
114	00022.807
115	00023.008
116	00023.209
117	00023.409
118	00023.610
119	00023.810
120	00024.010
121	00024.211
122	00024.411
123	00024.612
124	00024.812
125	00025.013
126	00025.213
127	00025.413
128	00025.614
129	00025.814
130	00026.015
131	00026.215
132	00026.416
133	00026.616
134	00026.817
135	00027.018
136	00027.219
137	00027.419
138	00027.620
139	00027.820
140	00028.021
141	00028.221
142	00028.421
143	00028.622
144	00028.822
145	00029.022
146	00029.222
147	00029.423
148	00029.623
149	00029.823
150	00030.023
151	00030.222
152	00030.422
153	00030.621
154	00030.820
155	00031.020
156	00031.219
157	00031.418
158	00031.617
159	00031.817
160	00032.016
161	00032.215
162	00032.415
163	00032.614
164	00032.813
165	00033.012
166	00033.211
167	00033.410
168	00033.609
169	00033.808
170	00034.007
171	00034.206
172	00034.405
173	00034.604
174	00034.803
175	00035.002
176	00035.201
177	00035.400
178	00035.600
179	00035.799
180	00035.999
181	00036.198
182	00036.398
183	00036.598
184	00036.798
185	00036.998
186	00037.198
187	00037.398
188	00037.598
189	00037.798
190	00037.999
191	00038.199
192	00038.400
193	00038.601
194	00038.801
195	00039.002
196	00039.203
197	00039.404
198	00039.605
199	00039.806
200	00040.007
201	00040.208
202	00040.410
203	00040.611
204	00040.812
205	00041.013
206	00041.215
207	00041.416
208	00041.618
209	00041.819
210	00042.021
211	00042.222
212	00042.424
213	00042.625
214	00042.826
215	00043.027
216	00043.229
217	00043.430
218	00043.631
219	00043.832
220	00044.033
221	00044.234
222	00044.435
223	00044.636
224	00044.837
225	00045.038
226	00045.239
227	00045.439
228	00045.640
229	00045.841
230	00046.041
231	00046.242
232	00046.442
233	00046.643
234	00046.843
235	00047.043
236	00047.244
237	00047.445
238	00047.646
239	00047.847
240	00048.047
241	00048.248
242	00048.449
243	00048.649
244	00048.850
245	00049.050
246	00049.251
247	00049.452
248	00049.653
249	00049.853
250	00050.054
251	00050.255
252	00050.455
253	00050.656
254	00050.857
255	00051.057
256	00051.258
257	00051.459
258	00051.659
259	00051.860
260	00052.060
261	00052.261
262	00052.461
263	00052.662
264	00052.863
265	00053.063
266	00053.264
267	00053.465
268	00053.666
269	00053.867
270	00054.068
271	00054.269
272	00054.470
273	00054.671
274	00054.872
275	00055.073
276	00055.274
277	00055.474
278	00055.675
279	00055.876
280	00056.076
281	00056.276
282	00056.476
283	00056.676
284	00056.876
285	00057.076
286	00057.275
287	00057.475
288	00057.674
289	00057.873
290	00058.073
291	00058.272
292	00058.471
293	00058.670
294	00058.869
295	00059.068
296	00059.267
297	00059.466
298	00059.666
299	00059.865
300	00060.064
301	00060.263
302	00060.462
303	00060.661
304	00060.861
305	00061.060
306	00061.259
307	00061.459
308	00061.658
309	00061.858
310	00062.057
311	00062.257
312	00062.456
313	00062.655
314	00062.855
315	00063.054
316	00063.254
317	00063.454
318	00063.653
319	00063.853
320	00064.052
321	00064.252
322	00064.451
323	00064.651
324	00064.850
325	00065.050
326	00065.250
327	00065.449
328	00065.649
329	00065.849
330	00066.049
331	00066.249
332	00066.448
333	00066.648
334	00066.848
335	00067.047
336	00067.247
337	00067.446
338	00067.645
339	00067.845
340	00068.045
341	00068.244
342	00068.444
343	00068.644
344	00068.844
345	00069.043
346	00069.243
347	00069.443
348	00069.643
349	00069.843
350	00070.043
351	00070.243
352	00070.443
353	00070.644
354	00070.844
355	00071.045
356	00071.245
357	00071.445
358	00071.646
359	00071.846
360	00072.047
361	00072.247
362	00072.447
363	00072.648
364	00072.848
365	00073.048
366	00073.248
367	00073.448
368	00073.648
369	00073.848
370	00074.048
371	00074.248
372	00074.449
373	00074.649
374	00074.849
375	00075.049
376	00075.249
377	00075.449
378	00075.649
379	00075.849
380	00076.049
381	00076.249
382	00076.449
383	00076.650
384	00076.850
385	00077.050
386	00077.250
387	00077.450
388	00077.650
389	00077.850
390	00078.050
391	00078.250
392	00078.450
393	00078.650
394	00078.850
395	00079.050
396	00079.250
397	00079.450
398	00079.650
399	00079.849
400	00080.049
401	00080.250
402	00080.450
403	00080.651
404	00080.851
405	00081.052
406	00081.253
407	00081.453
408	00081.654
409	00081.855
410	00082.055
411	00082.256
412	00082.457
413	00082.658
414	00082.859
415	00083.060
416	00083.261
417	00083.461
418	00083.662
419	00083.863
420	00084.063
421	00084.264
422	00084.465
423	00084.665
424	00084.866
425	00085.066
426	00085.266
427	00085.467
428	00085.667
429	00085.867
430	00086.067
431	00086.267
432	00086.467
433	00086.667
434	00086.867
435	00087.067
436	00087.267
437	00087.468
438	00087.668
439	00087.868
440	00088.067
441	00088.267
442	00088.467
443	00088.667
444	00088.867
445	00089.067
446	00089.267
447	00089.467
448	00089.667
449	00089.867
